system:index,total_precipitation_hourly
19800123T19,0.00046009267069978147
19800123T20,0.0004385508869248288
19800123T21,0.0004187368680543701
19800123T22,0.0003822405110368454
19800123T23,0.0003950462647548499
19800124T00,0.00042150950493296104
19800124T01,0.0004891114816006374
19800124T02,0.0006183207012398414
19800124T03,0.0008201528503550575
19800124T04,0.0010677000445426
19800124T05,0.0011570149114143
19800124T06,0.0010906657881077
19800124T07,0.0007313933712000586
19800124T08,0.0005087559119185913
19800124T09,0.000314809329547775
19800124T10,0.00017831786445112935
19800124T11,9.53223095767084e-05
19800124T12,4.7629563850319734e-05
19800124T13,2.8597805463892172e-05
19800124T14,2.251343981153323e-05
19800124T15,1.5079402365692918e-05
19800124T16,7.5312642731663985e-06
19800124T17,5.888063981352437e-06
19800124T18,7.530920505384646e-06
19800124T19,9.98853000864944e-06
19800124T20,1.2936841729863296e-05
19800124T21,1.6838197777649713e-05
19800124T22,2.3714171878364948e-05
19800124T23,2.3626016237507165e-05
19800125T00,2.2388599514431425e-05
19800125T01,1.9070052027279832e-05
19800125T02,2.2158682511382124e-05
19800125T03,2.4065102826331326e-05
19800125T04,2.0870296246163697e-05
19800125T05,1.8353936612231988e-05
19800125T06,1.6691630524733275e-05
19800125T07,2.2192515477167543e-05
19800125T08,2.931410699257466e-05
19800125T09,2.8702626625664935e-05
19800125T10,4.7032809384652494e-05
19800125T11,9.17900083250112e-05
19800125T12,0.00013248175953272916
19800125T13,7.109859796256391e-05
19800125T14,2.6020481806405663e-05
19800125T15,2.591553031181371e-05
19800125T16,2.0997528442758823e-05
19800125T17,2.9816696256205353e-05
19800125T18,5.19931090804847e-05
19800125T19,2.2052397282988884e-05
19800125T20,2.101946222635121e-05
19800125T21,2.7759019051966652e-05
19800125T22,3.20846061991106e-05
19800125T23,2.2459311862703016e-05
19800126T00,1.4216822512918002e-05
19800126T01,1.4601995086295742e-05
19800126T02,1.3466974312217446e-05
19800126T03,9.966172086601604e-06
19800126T04,1.2876644287609492e-05
19800126T05,1.7735573038842295e-05
19800126T06,1.6124436446751464e-05
19800126T07,1.0324577790615555e-05
19800126T08,9.648850341333292e-06
19800126T09,1.5287641354726046e-05
19800126T10,3.918289482644483e-05
19800126T11,3.708220395353003e-05
19800126T12,2.2758016737156503e-05
19800126T13,2.6494923375197983e-05
19800126T14,1.3274284008994078e-05
19800126T15,7.943349198250993e-06
19800126T16,6.094520860718379e-06
19800126T17,4.499101219175809e-06
19800126T18,6.51873866039911e-06
19800126T19,9.792439471636988e-06
19800126T20,1.118628238071643e-05
19800126T21,1.2480747768110746e-05
19800126T22,8.645120491613104e-06
19800126T23,5.7832565944438775e-06
19800127T00,4.2522355221854075e-06
19800127T01,4.488170000211858e-06
19800127T02,8.14766824548937e-06
19800127T03,1.0454069302552904e-05
19800127T04,1.314087547227611e-05
19800127T05,2.4762989669325187e-05
19800127T06,3.6712288176875805e-05
19800127T07,4.209514191627575e-05
19800127T08,3.6225072373665715e-05
19800127T09,2.516894897297326e-05
19800127T10,3.283404426916031e-05
19800127T11,7.558747898445695e-05
19800127T12,8.47639933766978e-05
19800127T13,7.336143073816304e-05
19800127T14,5.398567131404752e-05
19800127T15,1.8100463474078055e-05
19800127T16,1.2724455726036109e-05
19800127T17,1.905280832937144e-05
19800127T18,1.6561259346464954e-05
19800127T19,5.864467762911957e-06
19800127T20,3.2464058454944088e-06
19800127T21,2.4819044014352183e-06
19800127T22,1.7875974136458462e-06
19800127T23,1.434931455552018e-06
19800128T00,9.92002126400714e-07
19800128T01,3.558459009490197e-07
19800128T02,2.803089676340035e-07
19800128T03,2.174202234190281e-07
19800128T04,2.0255096472073515e-07
19800128T05,1.0210416851550094e-07
19800128T06,9.173642393018848e-08
19800128T07,6.797769486981871e-07
19800128T08,2.711172610758603e-07
19800128T09,1.4530975605876038e-07
19800128T10,7.131013643089495e-08
19800128T11,8.139854512424614e-09
19800128T12,0.0
19800128T13,0.0
19800128T14,0.0
19800128T15,0.0
19800128T16,0.0
19800128T17,0.0
19800128T18,3.0870204092633807e-09
19800128T19,1.2887742658716425e-07
19800128T20,7.3261599931509e-05
19800128T21,3.2832242326017054e-05
19800128T22,3.2285151222072805e-06
19800128T23,2.632881975828756e-06
19800129T00,1.6247483142710116e-06
19800129T01,2.8390511843516813e-07
19800129T02,8.29272901238153e-08
19800129T03,1.2212536717583522e-07
19800129T04,2.927019141757068e-07
19800129T05,5.334463263359938e-07
19800129T06,8.078808788878008e-07
19800129T07,4.033101201271652e-06
19800129T08,1.8645975553488184e-06
19800129T09,1.3411283259783075e-06
19800129T10,3.5675664324550337e-07
19800129T11,2.885137325605607e-07
19800129T12,8.733987858211636e-08
19800129T13,2.791241921271191e-07
19800129T14,1.959734096662198e-07
19800129T15,1.6739902711532777e-07
19800129T16,2.1406796791446343e-08
19800129T17,0.0
19800129T18,4.3613575913852415e-08
19800129T19,8.341564671273383e-08
19800129T20,1.1855979797364673e-07
19800129T21,5.02019826595581e-08
19800129T22,5.274253169422547e-09
19800129T23,5.9328020287209854e-08
19800130T00,7.627735879964303e-08
19800130T01,7.079156867580628e-08
19800130T02,1.4343458477595753e-07
19800130T03,9.8266456484037e-07
19800130T04,1.759782041646191e-06
19800130T05,8.679999033834123e-06
19800130T06,2.3090149271719884e-05
19800130T07,2.411636957751618e-05
19800130T08,4.0624033256721456e-05
19800130T09,3.930186966712631e-05
19800130T10,0.0001243154403677368
19800130T11,0.00011349842785162056
19800130T12,0.0001920290536254045
19800130T13,0.00032884976121914857
19800130T14,0.0004034855684294139
19800130T15,0.00028023898287115646
19800130T16,0.0003789158073406926
19800130T17,0.0006139124405173127
19800130T18,0.0006657296609476974
19800130T19,0.0005840505159435432
19800130T20,0.0006189187669394472
19800130T21,0.0006634672675838525
19800130T22,0.0007391106959053731
19800130T23,0.0007242680182296536
19800131T00,0.0007021321956078908
19800131T01,0.000686944383015783
19800131T02,0.000717925287949455
19800131T03,0.000779293998511772
19800131T04,0.0004388762258835355
19800131T05,0.0003684371721262437
19800131T06,0.0007248276513840211
19800131T07,0.0008828315010334346
19800131T08,0.001087568879661
19800131T09,0.0013576196850263
19800131T10,0.0012689827666479
19800131T11,0.0010335864515065
19800131T12,0.0007746866588306402
19800131T13,0.0006177188990233682
19800131T14,0.0005608847895271445
